id	choice_key	dilemma_key	payload_key	value	target_key
196398	SECOND	sm0_rd_wh_dlc05_sc_wef_wood_elves_7	TEXT_DISPLAY	LOOKUP[rd_second]	default
196399	THIRD	sm0_rd_wh_dlc05_sc_wef_wood_elves_7	TEXT_DISPLAY	LOOKUP[rd_third]	default
196400	FOURTH	sm0_rd_wh_dlc05_sc_wef_wood_elves_7	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196401	FIRST	sm0_rd_wh_dlc08_sc_nor_norsca_7	TEXT_DISPLAY	LOOKUP[rd_first]	default
196402	FIRST	sm0_rd_wh_dlc08_sc_nor_norsca_7	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196403	SECOND	sm0_rd_wh_dlc08_sc_nor_norsca_7	TEXT_DISPLAY	LOOKUP[rd_second]	default
196404	THIRD	sm0_rd_wh_dlc08_sc_nor_norsca_7	TEXT_DISPLAY	LOOKUP[rd_third]	default
196405	FOURTH	sm0_rd_wh_dlc08_sc_nor_norsca_7	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196406	FIRST	sm0_rd_wh_main_sc_brt_bretonnia_7	TEXT_DISPLAY	LOOKUP[rd_first]	default
196407	FIRST	sm0_rd_wh_main_sc_brt_bretonnia_7	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196408	SECOND	sm0_rd_wh_main_sc_brt_bretonnia_7	TEXT_DISPLAY	LOOKUP[rd_second]	default
196409	THIRD	sm0_rd_wh_main_sc_brt_bretonnia_7	TEXT_DISPLAY	LOOKUP[rd_third]	default
196410	FOURTH	sm0_rd_wh_main_sc_brt_bretonnia_7	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196411	FIRST	sm0_rd_wh_main_sc_chs_chaos_7	TEXT_DISPLAY	LOOKUP[rd_first]	default
196412	FIRST	sm0_rd_wh_main_sc_chs_chaos_7	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196413	SECOND	sm0_rd_wh_main_sc_chs_chaos_7	TEXT_DISPLAY	LOOKUP[rd_second]	default
196414	THIRD	sm0_rd_wh_main_sc_chs_chaos_7	TEXT_DISPLAY	LOOKUP[rd_third]	default
196415	FOURTH	sm0_rd_wh_main_sc_chs_chaos_7	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196416	FIRST	sm0_rd_wh_main_sc_dwf_dwarfs_7	TEXT_DISPLAY	LOOKUP[rd_first]	default
196417	FIRST	sm0_rd_wh_main_sc_dwf_dwarfs_7	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196418	SECOND	sm0_rd_wh_main_sc_dwf_dwarfs_7	TEXT_DISPLAY	LOOKUP[rd_second]	default
196419	THIRD	sm0_rd_wh_main_sc_dwf_dwarfs_7	TEXT_DISPLAY	LOOKUP[rd_third]	default
196420	FOURTH	sm0_rd_wh_main_sc_dwf_dwarfs_7	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196421	FIRST	sm0_rd_wh_main_sc_emp_empire_7	TEXT_DISPLAY	LOOKUP[rd_first]	default
196422	FIRST	sm0_rd_wh_main_sc_emp_empire_7	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196423	SECOND	sm0_rd_wh_main_sc_emp_empire_7	TEXT_DISPLAY	LOOKUP[rd_second]	default
196424	THIRD	sm0_rd_wh_main_sc_emp_empire_7	TEXT_DISPLAY	LOOKUP[rd_third]	default
196425	FOURTH	sm0_rd_wh_main_sc_emp_empire_7	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196426	FIRST	sm0_rd_wh_main_sc_grn_greenskins_7	TEXT_DISPLAY	LOOKUP[rd_first]	default
196427	FIRST	sm0_rd_wh_main_sc_grn_greenskins_7	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196428	SECOND	sm0_rd_wh_main_sc_grn_greenskins_7	TEXT_DISPLAY	LOOKUP[rd_second]	default
196429	THIRD	sm0_rd_wh_main_sc_grn_greenskins_7	TEXT_DISPLAY	LOOKUP[rd_third]	default
196430	FOURTH	sm0_rd_wh_main_sc_grn_greenskins_7	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196431	FIRST	sm0_rd_wh_main_sc_grn_savage_orcs_7	TEXT_DISPLAY	LOOKUP[rd_first]	default
196432	FIRST	sm0_rd_wh_main_sc_grn_savage_orcs_7	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196433	SECOND	sm0_rd_wh_main_sc_grn_savage_orcs_7	TEXT_DISPLAY	LOOKUP[rd_second]	default
196434	THIRD	sm0_rd_wh_main_sc_grn_savage_orcs_7	TEXT_DISPLAY	LOOKUP[rd_third]	default
196435	FOURTH	sm0_rd_wh_main_sc_grn_savage_orcs_7	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196436	FIRST	sm0_rd_wh_main_sc_teb_teb_7	TEXT_DISPLAY	LOOKUP[rd_first]	default
196437	FIRST	sm0_rd_wh_main_sc_teb_teb_7	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196438	SECOND	sm0_rd_wh_main_sc_teb_teb_7	TEXT_DISPLAY	LOOKUP[rd_second]	default
196439	THIRD	sm0_rd_wh_main_sc_teb_teb_7	TEXT_DISPLAY	LOOKUP[rd_third]	default
196440	FOURTH	sm0_rd_wh_main_sc_teb_teb_7	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196441	FIRST	sm0_rd_wh_main_sc_vmp_vampire_counts_7	TEXT_DISPLAY	LOOKUP[rd_first]	default
196442	FIRST	sm0_rd_wh_main_sc_vmp_vampire_counts_7	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196443	SECOND	sm0_rd_wh_main_sc_vmp_vampire_counts_7	TEXT_DISPLAY	LOOKUP[rd_second]	default
196444	THIRD	sm0_rd_wh_main_sc_vmp_vampire_counts_7	TEXT_DISPLAY	LOOKUP[rd_third]	default
196445	FOURTH	sm0_rd_wh_main_sc_vmp_vampire_counts_7	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196446	FIRST	sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_8	TEXT_DISPLAY	LOOKUP[rd_first]	default
196447	FIRST	sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_8	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196448	SECOND	sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_8	TEXT_DISPLAY	LOOKUP[rd_second]	default
196449	THIRD	sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_8	TEXT_DISPLAY	LOOKUP[rd_third]	default
196450	FOURTH	sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_8	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196451	FIRST	sm0_rd_wh2_dlc11_sc_cst_vampire_coast_8	TEXT_DISPLAY	LOOKUP[rd_first]	default
196452	FIRST	sm0_rd_wh2_dlc11_sc_cst_vampire_coast_8	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196453	SECOND	sm0_rd_wh2_dlc11_sc_cst_vampire_coast_8	TEXT_DISPLAY	LOOKUP[rd_second]	default
196454	THIRD	sm0_rd_wh2_dlc11_sc_cst_vampire_coast_8	TEXT_DISPLAY	LOOKUP[rd_third]	default
196455	FOURTH	sm0_rd_wh2_dlc11_sc_cst_vampire_coast_8	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196456	FIRST	sm0_rd_wh2_main_rogue_8	TEXT_DISPLAY	LOOKUP[rd_first]	default
196457	FIRST	sm0_rd_wh2_main_rogue_8	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196458	SECOND	sm0_rd_wh2_main_rogue_8	TEXT_DISPLAY	LOOKUP[rd_second]	default
196459	THIRD	sm0_rd_wh2_main_rogue_8	TEXT_DISPLAY	LOOKUP[rd_third]	default
196460	FOURTH	sm0_rd_wh2_main_rogue_8	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196461	FIRST	sm0_rd_wh2_main_rogue_chaos_8	TEXT_DISPLAY	LOOKUP[rd_first]	default
196462	FIRST	sm0_rd_wh2_main_rogue_chaos_8	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196463	SECOND	sm0_rd_wh2_main_rogue_chaos_8	TEXT_DISPLAY	LOOKUP[rd_second]	default
196464	THIRD	sm0_rd_wh2_main_rogue_chaos_8	TEXT_DISPLAY	LOOKUP[rd_third]	default
196465	FOURTH	sm0_rd_wh2_main_rogue_chaos_8	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196466	FIRST	sm0_rd_wh2_main_sc_def_dark_elves_8	TEXT_DISPLAY	LOOKUP[rd_first]	default
196467	FIRST	sm0_rd_wh2_main_sc_def_dark_elves_8	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196468	SECOND	sm0_rd_wh2_main_sc_def_dark_elves_8	TEXT_DISPLAY	LOOKUP[rd_second]	default
196469	THIRD	sm0_rd_wh2_main_sc_def_dark_elves_8	TEXT_DISPLAY	LOOKUP[rd_third]	default
196470	FOURTH	sm0_rd_wh2_main_sc_def_dark_elves_8	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196471	FIRST	sm0_rd_wh2_main_sc_hef_high_elves_8	TEXT_DISPLAY	LOOKUP[rd_first]	default
196472	FIRST	sm0_rd_wh2_main_sc_hef_high_elves_8	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196473	SECOND	sm0_rd_wh2_main_sc_hef_high_elves_8	TEXT_DISPLAY	LOOKUP[rd_second]	default
196474	THIRD	sm0_rd_wh2_main_sc_hef_high_elves_8	TEXT_DISPLAY	LOOKUP[rd_third]	default
196475	FOURTH	sm0_rd_wh2_main_sc_hef_high_elves_8	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196476	FIRST	sm0_rd_wh2_main_sc_lzd_lizardmen_8	TEXT_DISPLAY	LOOKUP[rd_first]	default
196477	FIRST	sm0_rd_wh2_main_sc_lzd_lizardmen_8	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196478	SECOND	sm0_rd_wh2_main_sc_lzd_lizardmen_8	TEXT_DISPLAY	LOOKUP[rd_second]	default
196479	THIRD	sm0_rd_wh2_main_sc_lzd_lizardmen_8	TEXT_DISPLAY	LOOKUP[rd_third]	default
196480	FOURTH	sm0_rd_wh2_main_sc_lzd_lizardmen_8	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196481	FIRST	sm0_rd_wh2_main_sc_skv_skaven_8	TEXT_DISPLAY	LOOKUP[rd_first]	default
196482	FIRST	sm0_rd_wh2_main_sc_skv_skaven_8	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196483	SECOND	sm0_rd_wh2_main_sc_skv_skaven_8	TEXT_DISPLAY	LOOKUP[rd_second]	default
196484	THIRD	sm0_rd_wh2_main_sc_skv_skaven_8	TEXT_DISPLAY	LOOKUP[rd_third]	default
196485	FOURTH	sm0_rd_wh2_main_sc_skv_skaven_8	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196486	FIRST	sm0_rd_wh3_main_sc_cth_cathay_8	TEXT_DISPLAY	LOOKUP[rd_first]	default
196487	FIRST	sm0_rd_wh3_main_sc_cth_cathay_8	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196488	SECOND	sm0_rd_wh3_main_sc_cth_cathay_8	TEXT_DISPLAY	LOOKUP[rd_second]	default
196489	THIRD	sm0_rd_wh3_main_sc_cth_cathay_8	TEXT_DISPLAY	LOOKUP[rd_third]	default
196490	FOURTH	sm0_rd_wh3_main_sc_cth_cathay_8	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196491	FIRST	sm0_rd_wh3_main_sc_dae_daemons_8	TEXT_DISPLAY	LOOKUP[rd_first]	default
196492	FIRST	sm0_rd_wh3_main_sc_dae_daemons_8	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196493	SECOND	sm0_rd_wh3_main_sc_dae_daemons_8	TEXT_DISPLAY	LOOKUP[rd_second]	default
196494	THIRD	sm0_rd_wh3_main_sc_dae_daemons_8	TEXT_DISPLAY	LOOKUP[rd_third]	default
196495	FOURTH	sm0_rd_wh3_main_sc_dae_daemons_8	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196496	FIRST	sm0_rd_wh3_main_sc_kho_khorne_8	TEXT_DISPLAY	LOOKUP[rd_first]	default
196497	FIRST	sm0_rd_wh3_main_sc_kho_khorne_8	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196498	SECOND	sm0_rd_wh3_main_sc_kho_khorne_8	TEXT_DISPLAY	LOOKUP[rd_second]	default
196499	THIRD	sm0_rd_wh3_main_sc_kho_khorne_8	TEXT_DISPLAY	LOOKUP[rd_third]	default
196500	FOURTH	sm0_rd_wh3_main_sc_kho_khorne_8	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196501	FIRST	sm0_rd_wh3_main_sc_ksl_kislev_8	TEXT_DISPLAY	LOOKUP[rd_first]	default
196502	FIRST	sm0_rd_wh3_main_sc_ksl_kislev_8	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196503	SECOND	sm0_rd_wh3_main_sc_ksl_kislev_8	TEXT_DISPLAY	LOOKUP[rd_second]	default
196504	THIRD	sm0_rd_wh3_main_sc_ksl_kislev_8	TEXT_DISPLAY	LOOKUP[rd_third]	default
196505	FOURTH	sm0_rd_wh3_main_sc_ksl_kislev_8	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196506	FIRST	sm0_rd_wh3_main_sc_nur_nurgle_8	TEXT_DISPLAY	LOOKUP[rd_first]	default
196507	FIRST	sm0_rd_wh3_main_sc_nur_nurgle_8	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196508	SECOND	sm0_rd_wh3_main_sc_nur_nurgle_8	TEXT_DISPLAY	LOOKUP[rd_second]	default
196509	THIRD	sm0_rd_wh3_main_sc_nur_nurgle_8	TEXT_DISPLAY	LOOKUP[rd_third]	default
196510	FOURTH	sm0_rd_wh3_main_sc_nur_nurgle_8	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196511	FIRST	sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_8	TEXT_DISPLAY	LOOKUP[rd_first]	default
196512	FIRST	sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_8	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196513	SECOND	sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_8	TEXT_DISPLAY	LOOKUP[rd_second]	default
196514	THIRD	sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_8	TEXT_DISPLAY	LOOKUP[rd_third]	default
196515	FOURTH	sm0_rd_wh3_main_sc_ogr_ogre_kingdoms_8	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196516	FIRST	sm0_rd_wh3_main_sc_sla_slaanesh_8	TEXT_DISPLAY	LOOKUP[rd_first]	default
196517	FIRST	sm0_rd_wh3_main_sc_sla_slaanesh_8	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196518	SECOND	sm0_rd_wh3_main_sc_sla_slaanesh_8	TEXT_DISPLAY	LOOKUP[rd_second]	default
196519	THIRD	sm0_rd_wh3_main_sc_sla_slaanesh_8	TEXT_DISPLAY	LOOKUP[rd_third]	default
196520	FOURTH	sm0_rd_wh3_main_sc_sla_slaanesh_8	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196521	FIRST	sm0_rd_wh3_main_sc_tze_tzeentch_8	TEXT_DISPLAY	LOOKUP[rd_first]	default
196522	FIRST	sm0_rd_wh3_main_sc_tze_tzeentch_8	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196523	SECOND	sm0_rd_wh3_main_sc_tze_tzeentch_8	TEXT_DISPLAY	LOOKUP[rd_second]	default
196524	THIRD	sm0_rd_wh3_main_sc_tze_tzeentch_8	TEXT_DISPLAY	LOOKUP[rd_third]	default
196525	FOURTH	sm0_rd_wh3_main_sc_tze_tzeentch_8	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196526	FIRST	sm0_rd_wh_dlc03_sc_bst_beastmen_8	TEXT_DISPLAY	LOOKUP[rd_first]	default
196527	FIRST	sm0_rd_wh_dlc03_sc_bst_beastmen_8	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196528	SECOND	sm0_rd_wh_dlc03_sc_bst_beastmen_8	TEXT_DISPLAY	LOOKUP[rd_second]	default
196529	THIRD	sm0_rd_wh_dlc03_sc_bst_beastmen_8	TEXT_DISPLAY	LOOKUP[rd_third]	default
196530	FOURTH	sm0_rd_wh_dlc03_sc_bst_beastmen_8	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196531	FIRST	sm0_rd_wh_dlc05_sc_wef_wood_elves_8	TEXT_DISPLAY	LOOKUP[rd_first]	default
196532	FIRST	sm0_rd_wh_dlc05_sc_wef_wood_elves_8	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196533	SECOND	sm0_rd_wh_dlc05_sc_wef_wood_elves_8	TEXT_DISPLAY	LOOKUP[rd_second]	default
196534	THIRD	sm0_rd_wh_dlc05_sc_wef_wood_elves_8	TEXT_DISPLAY	LOOKUP[rd_third]	default
196535	FOURTH	sm0_rd_wh_dlc05_sc_wef_wood_elves_8	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196536	FIRST	sm0_rd_wh_dlc08_sc_nor_norsca_8	TEXT_DISPLAY	LOOKUP[rd_first]	default
196537	FIRST	sm0_rd_wh_dlc08_sc_nor_norsca_8	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196538	SECOND	sm0_rd_wh_dlc08_sc_nor_norsca_8	TEXT_DISPLAY	LOOKUP[rd_second]	default
196539	THIRD	sm0_rd_wh_dlc08_sc_nor_norsca_8	TEXT_DISPLAY	LOOKUP[rd_third]	default
196540	FOURTH	sm0_rd_wh_dlc08_sc_nor_norsca_8	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196541	FIRST	sm0_rd_wh_main_sc_brt_bretonnia_8	TEXT_DISPLAY	LOOKUP[rd_first]	default
196542	FIRST	sm0_rd_wh_main_sc_brt_bretonnia_8	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196543	SECOND	sm0_rd_wh_main_sc_brt_bretonnia_8	TEXT_DISPLAY	LOOKUP[rd_second]	default
196544	THIRD	sm0_rd_wh_main_sc_brt_bretonnia_8	TEXT_DISPLAY	LOOKUP[rd_third]	default
196545	FOURTH	sm0_rd_wh_main_sc_brt_bretonnia_8	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196546	FIRST	sm0_rd_wh_main_sc_chs_chaos_8	TEXT_DISPLAY	LOOKUP[rd_first]	default
196547	FIRST	sm0_rd_wh_main_sc_chs_chaos_8	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196548	SECOND	sm0_rd_wh_main_sc_chs_chaos_8	TEXT_DISPLAY	LOOKUP[rd_second]	default
196549	THIRD	sm0_rd_wh_main_sc_chs_chaos_8	TEXT_DISPLAY	LOOKUP[rd_third]	default
196550	FOURTH	sm0_rd_wh_main_sc_chs_chaos_8	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196551	FIRST	sm0_rd_wh_main_sc_dwf_dwarfs_8	TEXT_DISPLAY	LOOKUP[rd_first]	default
196552	FIRST	sm0_rd_wh_main_sc_dwf_dwarfs_8	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196553	SECOND	sm0_rd_wh_main_sc_dwf_dwarfs_8	TEXT_DISPLAY	LOOKUP[rd_second]	default
196554	THIRD	sm0_rd_wh_main_sc_dwf_dwarfs_8	TEXT_DISPLAY	LOOKUP[rd_third]	default
196555	FOURTH	sm0_rd_wh_main_sc_dwf_dwarfs_8	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196556	FIRST	sm0_rd_wh_main_sc_emp_empire_8	TEXT_DISPLAY	LOOKUP[rd_first]	default
196557	FIRST	sm0_rd_wh_main_sc_emp_empire_8	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196558	SECOND	sm0_rd_wh_main_sc_emp_empire_8	TEXT_DISPLAY	LOOKUP[rd_second]	default
196559	THIRD	sm0_rd_wh_main_sc_emp_empire_8	TEXT_DISPLAY	LOOKUP[rd_third]	default
196560	FOURTH	sm0_rd_wh_main_sc_emp_empire_8	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196561	FIRST	sm0_rd_wh_main_sc_grn_greenskins_8	TEXT_DISPLAY	LOOKUP[rd_first]	default
196562	FIRST	sm0_rd_wh_main_sc_grn_greenskins_8	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196563	SECOND	sm0_rd_wh_main_sc_grn_greenskins_8	TEXT_DISPLAY	LOOKUP[rd_second]	default
196564	THIRD	sm0_rd_wh_main_sc_grn_greenskins_8	TEXT_DISPLAY	LOOKUP[rd_third]	default
196565	FOURTH	sm0_rd_wh_main_sc_grn_greenskins_8	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196566	FIRST	sm0_rd_wh_main_sc_grn_savage_orcs_8	TEXT_DISPLAY	LOOKUP[rd_first]	default
196567	FIRST	sm0_rd_wh_main_sc_grn_savage_orcs_8	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196568	SECOND	sm0_rd_wh_main_sc_grn_savage_orcs_8	TEXT_DISPLAY	LOOKUP[rd_second]	default
196569	THIRD	sm0_rd_wh_main_sc_grn_savage_orcs_8	TEXT_DISPLAY	LOOKUP[rd_third]	default
196570	FOURTH	sm0_rd_wh_main_sc_grn_savage_orcs_8	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196571	FIRST	sm0_rd_wh_main_sc_teb_teb_8	TEXT_DISPLAY	LOOKUP[rd_first]	default
196572	FIRST	sm0_rd_wh_main_sc_teb_teb_8	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196573	SECOND	sm0_rd_wh_main_sc_teb_teb_8	TEXT_DISPLAY	LOOKUP[rd_second]	default
196574	THIRD	sm0_rd_wh_main_sc_teb_teb_8	TEXT_DISPLAY	LOOKUP[rd_third]	default
196575	FOURTH	sm0_rd_wh_main_sc_teb_teb_8	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196576	FIRST	sm0_rd_wh_main_sc_vmp_vampire_counts_8	TEXT_DISPLAY	LOOKUP[rd_first]	default
196577	FIRST	sm0_rd_wh_main_sc_vmp_vampire_counts_8	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196578	SECOND	sm0_rd_wh_main_sc_vmp_vampire_counts_8	TEXT_DISPLAY	LOOKUP[rd_second]	default
196579	THIRD	sm0_rd_wh_main_sc_vmp_vampire_counts_8	TEXT_DISPLAY	LOOKUP[rd_third]	default
196580	FOURTH	sm0_rd_wh_main_sc_vmp_vampire_counts_8	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196581	FIRST	sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_9	TEXT_DISPLAY	LOOKUP[rd_first]	default
196582	FIRST	sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_9	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196583	SECOND	sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_9	TEXT_DISPLAY	LOOKUP[rd_second]	default
196584	THIRD	sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_9	TEXT_DISPLAY	LOOKUP[rd_third]	default
196585	FOURTH	sm0_rd_wh2_dlc09_sc_tmb_tomb_kings_9	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196586	FIRST	sm0_rd_wh2_dlc11_sc_cst_vampire_coast_9	TEXT_DISPLAY	LOOKUP[rd_first]	default
196587	FIRST	sm0_rd_wh2_dlc11_sc_cst_vampire_coast_9	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196588	SECOND	sm0_rd_wh2_dlc11_sc_cst_vampire_coast_9	TEXT_DISPLAY	LOOKUP[rd_second]	default
196589	THIRD	sm0_rd_wh2_dlc11_sc_cst_vampire_coast_9	TEXT_DISPLAY	LOOKUP[rd_third]	default
196590	FOURTH	sm0_rd_wh2_dlc11_sc_cst_vampire_coast_9	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196591	FIRST	sm0_rd_wh2_main_rogue_9	TEXT_DISPLAY	LOOKUP[rd_first]	default
196592	FIRST	sm0_rd_wh2_main_rogue_9	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196593	SECOND	sm0_rd_wh2_main_rogue_9	TEXT_DISPLAY	LOOKUP[rd_second]	default
196594	THIRD	sm0_rd_wh2_main_rogue_9	TEXT_DISPLAY	LOOKUP[rd_third]	default
196595	FOURTH	sm0_rd_wh2_main_rogue_9	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196596	FIRST	sm0_rd_wh2_main_rogue_chaos_9	TEXT_DISPLAY	LOOKUP[rd_first]	default
196597	FIRST	sm0_rd_wh2_main_rogue_chaos_9	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196598	SECOND	sm0_rd_wh2_main_rogue_chaos_9	TEXT_DISPLAY	LOOKUP[rd_second]	default
196599	THIRD	sm0_rd_wh2_main_rogue_chaos_9	TEXT_DISPLAY	LOOKUP[rd_third]	default
196600	FOURTH	sm0_rd_wh2_main_rogue_chaos_9	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196601	FIRST	sm0_rd_wh2_main_sc_def_dark_elves_9	TEXT_DISPLAY	LOOKUP[rd_first]	default
196602	FIRST	sm0_rd_wh2_main_sc_def_dark_elves_9	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196603	SECOND	sm0_rd_wh2_main_sc_def_dark_elves_9	TEXT_DISPLAY	LOOKUP[rd_second]	default
196604	THIRD	sm0_rd_wh2_main_sc_def_dark_elves_9	TEXT_DISPLAY	LOOKUP[rd_third]	default
196605	FOURTH	sm0_rd_wh2_main_sc_def_dark_elves_9	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196606	FIRST	sm0_rd_wh2_main_sc_hef_high_elves_9	TEXT_DISPLAY	LOOKUP[rd_first]	default
196607	FIRST	sm0_rd_wh2_main_sc_hef_high_elves_9	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196608	SECOND	sm0_rd_wh2_main_sc_hef_high_elves_9	TEXT_DISPLAY	LOOKUP[rd_second]	default
196609	THIRD	sm0_rd_wh2_main_sc_hef_high_elves_9	TEXT_DISPLAY	LOOKUP[rd_third]	default
196610	FOURTH	sm0_rd_wh2_main_sc_hef_high_elves_9	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196611	FIRST	sm0_rd_wh2_main_sc_lzd_lizardmen_9	TEXT_DISPLAY	LOOKUP[rd_first]	default
196612	FIRST	sm0_rd_wh2_main_sc_lzd_lizardmen_9	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196613	SECOND	sm0_rd_wh2_main_sc_lzd_lizardmen_9	TEXT_DISPLAY	LOOKUP[rd_second]	default
196614	THIRD	sm0_rd_wh2_main_sc_lzd_lizardmen_9	TEXT_DISPLAY	LOOKUP[rd_third]	default
196615	FOURTH	sm0_rd_wh2_main_sc_lzd_lizardmen_9	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196616	FIRST	sm0_rd_wh2_main_sc_skv_skaven_9	TEXT_DISPLAY	LOOKUP[rd_first]	default
196617	FIRST	sm0_rd_wh2_main_sc_skv_skaven_9	TEXT_DISPLAY	LOOKUP[rd_first2]	default
196618	SECOND	sm0_rd_wh2_main_sc_skv_skaven_9	TEXT_DISPLAY	LOOKUP[rd_second]	default
196619	THIRD	sm0_rd_wh2_main_sc_skv_skaven_9	TEXT_DISPLAY	LOOKUP[rd_third]	default
196620	FOURTH	sm0_rd_wh2_main_sc_skv_skaven_9	TEXT_DISPLAY	LOOKUP[rd_fourth]	default
196621	FIRST	sm0_rd_wh3_main_sc_cth_cathay_9	TEXT_DISPLAY	LOOKUP[rd_first]	default
196622	FIRST	sm0_rd_wh3_main_sc_cth_cathay_9	TEXT_DISPLAY	LOOKUP[rd_first2]	default
